MS_SubClass,Bldg_Type,Overall_Cond,Lot_Frontage,Lot_Area,Street,UTM_x,UTM_y,School_District,Year_Built,Year_Remod_Add,Roof_Style,Gr_Liv_Area,Total_Bsmt_SF,Bsmt_Unf_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Garage_Type,Garage_Area,Year_Sold,Mo_Sold,YM_Sold,Sale_Condition,Sale_Price
One_Story_1946_and_Newer_All_Styles,OneFam,Below_Average,0,25485,Pave,446979.97651914135,4651361.050686098,Edwards Elementary School,1960,1960,Gable,1560,1560,0,0,0,1,1,3,Attchd,580,2007,5,2007-05-01,Normal,201000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,21579,Pave,446853.0516014843,4651252.963825853,Edwards Elementary School,1968,1968,Hip,1488,1488,675,0,1,2,0,3,Attchd,552,2007,9,2007-09-01,Normal,215000
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,24,1782,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1045,516,186,0,0,1,0,2,Detchd,462,2007,12,2007-12-01,Normal,123900
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,17871,Pave,446598.7904336554,4651291.516719022,Edwards Elementary School,1995,1996,Gable,1680,1680,1680,0,0,2,0,4,Attchd,628,2007,6,2007-06-01,Normal,170000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,35,3907,Pave,446525.30789496715,4651012.814843035,Edwards Elementary School,1988,1988,Gable,1020,1004,427,1,0,1,0,1,Attchd,509,2007,3,2007-03-01,Normal,200000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,20693,Pave,446712.2328202415,4651235.922178246,Edwards Elementary School,1971,1971,Gable,1696,1696,1262,0,0,2,0,3,Attchd,625,2007,2,2007-02-01,Normal,198000
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,0,32668,Pave,446721.2435649376,4651123.708002842,Edwards Elementary School,1957,1975,Hip,2515,2035,816,1,0,3,0,4,Attchd,484,2007,3,2007-03-01,Alloca,200624
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,18044,Pave,446989.89727655525,4651093.1576068,Edwards Elementary School,1986,1986,Gable,2726,279,279,0,0,2,1,2,Attchd,691,2007,8,2007-08-01,Normal,315000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,85,8500,Pave,447974.91433141864,4652502.677565843,Mitchell Elementary School,1919,2005,Gable,1517,793,793,0,0,2,0,3,No_Garage,0,2007,8,2007-08-01,Normal,115000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,50,7000,Pave,447884.5447838114,4652463.146642838,Mitchell Elementary School,1940,1950,Gable,1215,720,345,0,0,1,0,3,Detchd,720,2007,5,2007-05-01,Normal,141000
One_and_Half_Story_Unfinished_All_Ages,OneFam,Above_Average,50,5000,Pave,450611.01092805684,4652464.048210677,Mitchell Elementary School,1941,1950,Gable,803,720,604,0,0,1,0,2,Detchd,360,2007,12,2007-12-01,Normal,87000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,50,7288,Pave,450574.91505041777,4652464.299903997,Mitchell Elementary School,1925,2003,Gable,1601,936,936,0,0,2,0,3,No_Garage,0,2007,9,2007-09-01,Normal,129850
One_and_Half_Story_Finished_All_Ages,OneFam,Average,50,6060,Pave,448101.94072700856,4652471.766308882,Mitchell Elementary School,1939,1950,Gable,1123,732,732,0,0,1,0,3,Detchd,264,2007,6,2007-06-01,Normal,100000
Two_Story_1945_and_Older,OneFam,Above_Average,50,9060,Pave,447987.3751175846,4652485.819650069,Mitchell Elementary School,1923,1999,Gable,1828,859,311,0,0,2,0,3,Detchd,0,2007,3,2007-03-01,Alloca,150909
One_Story_1945_and_Older,OneFam,Good,46,3672,Pave,448231.4467769599,4652496.8013340505,Mitchell Elementary School,1922,1950,Gable,816,816,816,0,0,1,0,2,Detchd,100,2007,9,2007-09-01,Normal,75200
One_Story_1945_and_Older,OneFam,Average,59,8263,Pave,447884.1189255325,4652360.219406015,Mitchell Elementary School,1920,1950,Gable,1012,1012,1012,0,0,1,0,2,Detchd,308,2007,5,2007-05-01,Normal,118400
One_Story_1945_and_Older,OneFam,Poor,60,8967,Pave,447988.2153519214,4652329.585873174,Mitchell Elementary School,1920,1950,Gable,1077,961,961,0,0,1,0,2,Detchd,338,2007,11,2007-11-01,Abnorml,67000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,75,13710,Pave,448116.4703756324,4652352.96248452,Mitchell Elementary School,1950,1950,Gable,1558,910,490,0,0,1,1,4,Attchd,282,2007,6,2007-06-01,Normal,152000
One_and_Half_Story_Finished_All_Ages,OneFam,Below_Average,64,11067,Pave,447988.46411524765,4652205.556897028,Mitchell Elementary School,1939,1950,Gable,845,0,0,0,0,1,0,1,Detchd,256,2007,3,2007-03-01,Normal,68104
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Above_Average,75,8250,Pave,448920.0551688144,4652189.453379075,Mitchell Elementary School,1895,2006,Gable,1991,957,957,0,0,2,0,4,No_Garage,0,2007,6,2007-06-01,Normal,119600
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,65,6565,Pave,449078.87193210126,4652337.631113892,Mitchell Elementary School,1957,1980,Gable,1073,1073,106,1,0,1,0,3,Detchd,720,2007,8,2007-08-01,Abnorml,140000
One_Story_1945_and_Older,OneFam,Excellent,60,6060,Pave,449176.48019474116,4652351.720293457,Mitchell Elementary School,1930,2007,Hip,1001,837,100,0,0,1,0,2,Detchd,216,2007,11,2007-11-01,Normal,124900
One_Story_PUD_1946_and_Newer,TwnhsE,Average,59,5568,Pave,449016.8407265682,4651003.340676299,Mitchell Elementary School,2006,2007,Hip,1625,1573,0,1,1,2,0,2,Attchd,495,2007,10,2007-10-01,Partial,375000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,4750,Pave,449023.3823956803,4651003.293631464,Mitchell Elementary School,2006,2007,Hip,1625,1573,0,1,1,2,0,2,Attchd,538,2007,12,2007-12-01,Family,235000
Split_Foyer,OneFam,Above_Average,0,12150,Pave,449760.19744966686,4649327.620957877,Mitchell Elementary School,1979,1979,Gable,1299,1001,0,1,0,2,0,2,BuiltIn,486,2007,1,2007-01-01,Normal,183500
Split_Foyer,OneFam,Above_Average,0,7540,Pave,449752.2110449854,4649311.022286379,Mitchell Elementary School,1978,1978,Gable,912,888,115,1,0,1,0,2,Attchd,470,2007,6,2007-06-01,Normal,156000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,71,9187,Pave,449675.59655054694,4649311.454441301,Mitchell Elementary School,1983,1983,Gable,1080,1084,748,0,0,1,1,3,Attchd,484,2007,6,2007-06-01,Normal,134000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,10000,Pave,449680.20371882076,4649423.789180275,Mitchell Elementary School,2002,2002,Gable,1392,1441,856,0,0,2,0,3,Attchd,650,2007,12,2007-12-01,Normal,215000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,44,12864,Pave,449731.98329360597,4649507.253431101,Mitchell Elementary School,2002,2002,Gable,1409,1409,17,1,0,1,1,1,Attchd,576,2007,7,2007-07-01,Normal,245000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,9928,Pave,450098.69220963906,4649500.000285885,Mitchell Elementary School,1991,1992,Gable,1478,1454,215,1,0,2,0,3,Attchd,506,2007,5,2007-05-01,Normal,210000
Split_or_Multilevel,OneFam,Above_Average,0,8750,Pave,450219.7019375474,4649452.626263991,Mitchell Elementary School,1975,1975,Gable,918,852,98,0,1,1,0,3,Attchd,360,2007,3,2007-03-01,Normal,148000
Split_Foyer,OneFam,Above_Average,82,8410,Pave,450157.4619989149,4649306.053197763,Mitchell Elementary School,1974,1974,Gable,1026,970,46,1,0,1,0,2,Attchd,528,2007,4,2007-04-01,Normal,143000
One_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,46,4054,Pave,447029.48463641613,4650606.080108697,Edwards Elementary School,1987,1987,Gable,1501,1501,552,1,0,2,0,2,Attchd,512,2007,10,2007-10-01,Normal,244000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,0,9763,Pave,446384.9240831662,4650167.0031532785,Mitchell Elementary School,1998,1998,Gable,1502,1502,328,1,0,1,1,1,Attchd,286,2007,9,2007-09-01,Normal,330000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,115,16905,Pave,446187.31782764685,4649818.292485074,Mitchell Elementary School,1959,1959,Gable,1328,1350,383,0,1,1,1,2,Attchd,308,2007,7,2007-07-01,Normal,170000
One_Story_1946_and_Newer_All_Styles,OneFam,Very_Good,149,19958,Pave,446214.6331959393,4650025.733667631,Mitchell Elementary School,1958,1995,Hip,2279,585,585,0,0,2,1,4,Attchd,461,2007,7,2007-07-01,Normal,257000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,67,8368,Pave,446114.86783014896,4649341.499047786,Mitchell Elementary School,2006,2007,Gable,1689,1689,1689,0,0,2,0,3,Attchd,433,2007,4,2007-04-01,Partial,231713
One_Story_1946_and_Newer_All_Styles,OneFam,Average,68,8298,Pave,446116.35379268514,4649329.9400234595,Mitchell Elementary School,2006,2007,Hip,1564,1546,963,0,0,2,0,2,Attchd,502,2007,9,2007-09-01,Partial,267300
One_Story_1946_and_Newer_All_Styles,OneFam,Average,64,9037,Pave,446116.9851896134,4649325.826897911,Mitchell Elementary School,2006,2006,Hip,1484,1476,1048,0,0,2,0,2,Attchd,472,2007,12,2007-12-01,Normal,265900
One_Story_1946_and_Newer_All_Styles,OneFam,Average,89,10991,Pave,446020.60792434984,4649406.94976035,Mitchell Elementary School,2007,2007,Gable,1571,1571,1571,0,0,2,0,3,Attchd,722,2007,12,2007-12-01,Partial,239000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,67,10656,Pave,446129.74530979514,4649435.433457256,Mitchell Elementary School,2006,2007,Gable,1646,1638,1638,0,0,2,0,3,Attchd,870,2007,11,2007-11-01,Partial,248900
One_Story_1946_and_Newer_All_Styles,OneFam,Good,42,10331,Pave,446446.9393971989,4649758.921582507,Mitchell Elementary School,1985,1985,Gable,1240,1265,970,0,1,2,0,3,Attchd,528,2007,7,2007-07-01,Normal,174000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,44,13758,Pave,446633.34299307264,4649754.074281179,Mitchell Elementary School,1990,1991,Gable,1717,1156,254,0,0,2,1,3,Attchd,400,2007,4,2007-04-01,Normal,187500
Two_Story_1946_and_Newer,OneFam,Average,0,9303,Pave,446432.7212994689,4649685.856308499,Mitchell Elementary School,1996,1997,Hip,1756,872,130,1,0,2,1,3,Attchd,422,2007,7,2007-07-01,Normal,204000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,6718,Pave,446431.7763038473,4649659.436904644,Mitchell Elementary School,2001,2001,Gable,1312,1267,1017,0,0,2,0,2,Attchd,471,2007,1,2007-01-01,Normal,180500
Split_or_Multilevel,OneFam,Average,73,9590,Pave,446431.15509349556,4649544.29739171,Mitchell Elementary School,2003,2003,Gable,1146,868,82,1,0,2,0,3,Attchd,438,2007,5,2007-05-01,Normal,187500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,11305,Pave,446421.8885028417,4649479.855553775,Mitchell Elementary School,2002,2002,Hip,1922,1922,593,1,0,2,0,2,Attchd,692,2007,4,2007-04-01,Normal,282000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,7777,Pave,446444.9243967432,4649678.5468113655,Mitchell Elementary School,1996,1996,Gable,1491,1491,1491,0,0,2,0,3,Attchd,571,2007,11,2007-11-01,Normal,178000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,14536,Pave,446364.5168890027,4649461.74620546,Mitchell Elementary School,2002,2003,Hip,1629,1616,316,1,0,2,0,3,Attchd,808,2007,11,2007-11-01,Normal,270000
Two_Story_1946_and_Newer,OneFam,Average,0,11800,Pave,446395.34999586345,4649311.059522115,Mitchell Elementary School,2003,2004,Gable,2486,1122,356,1,0,3,1,5,BuiltIn,452,2007,7,2007-07-01,Normal,279900
One_Story_1946_and_Newer_All_Styles,OneFam,Below_Average,50,35133,Grvl,445158.91455111856,4649694.259855147,Mitchell Elementary School,1963,1963,Hip,1572,1572,413,1,0,1,1,3,More_Than_Two_Types,995,2007,5,2007-05-01,Normal,186700
One_Story_1946_and_Newer_All_Styles,OneFam,Average,93,15306,Pave,445905.2573434705,4649237.2773670675,Mitchell Elementary School,2006,2007,Gable,1776,1732,1652,1,0,2,0,3,Attchd,712,2007,5,2007-05-01,Partial,283463
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,12633,Pave,445961.3148661732,4649202.095807536,Mitchell Elementary School,2006,2007,Hip,1824,1824,1824,0,0,2,0,3,Attchd,932,2007,9,2007-09-01,Partial,392000
Two_Story_1946_and_Newer,OneFam,Average,88,12665,Pave,446364.0956648125,4649230.794822443,Mitchell Elementary School,2005,2006,Hip,2482,1094,1094,0,0,2,1,4,BuiltIn,642,2007,2,2007-02-01,Normal,281213
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,8402,Pave,449464.83409014036,4648851.935637989,Mitchell Elementary School,2007,2007,Gable,1120,1120,914,0,0,1,0,3,No_Garage,0,2007,12,2007-12-01,Partial,147000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,200,43500,Pave,449465.29964153044,4649103.315541271,Mitchell Elementary School,1953,1953,Gable,2034,0,0,0,0,1,0,2,More_Than_Two_Types,1041,2007,6,2007-06-01,Normal,130000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,62,6710,Pave,449625.64502964256,4649217.429287117,Mitchell Elementary School,1996,1997,Gable,936,920,0,2,0,0,1,0,Attchd,460,2007,6,2007-06-01,Normal,140000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,94,25286,Pave,449847.8393237985,4649188.207012824,Mitchell Elementary School,1963,1963,Gable,1040,1064,431,1,0,1,0,3,Attchd,648,2007,1,2007-01-01,Normal,132250
Duplex_All_Styles_and_Ages,Duplex,Below_Average,100,25000,Pave,449700.63142122235,4649154.295603611,Mitchell Elementary School,1967,1967,Gable,1632,1632,1632,0,0,2,0,4,Attchd,576,2007,6,2007-06-01,Normal,143000
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Below_Average,0,32463,Pave,449689.96875565045,4648978.8027604595,Mitchell Elementary School,1961,1975,Gable,1622,1249,90,1,0,1,0,3,More_Than_Two_Types,1356,2007,3,2007-03-01,Normal,168000
One_Story_PUD_1946_and_Newer,TwnhsE,Good,44,4224,Pave,449860.27991182613,4649167.02242296,Mitchell Elementary School,1976,1976,Gable,1060,1040,200,1,0,1,0,3,Attchd,572,2007,6,2007-06-01,Normal,129900
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,4224,Pave,449860.302304948,4649158.47257536,Mitchell Elementary School,1976,1976,Gable,1142,1142,268,1,0,1,1,3,Attchd,528,2007,8,2007-08-01,Normal,134000
Two_Story_PUD_1946_and_Newer,Twnhs,Below_Average,21,1504,Pave,450009.5103947601,4649080.250160666,Mitchell Elementary School,1972,1972,Gable,1092,546,294,0,0,1,1,3,Attchd,253,2007,5,2007-05-01,Normal,85500
PUD_Multilevel_Split_Level_Foyer,Twnhs,Average,0,1533,Pave,450149.2827439242,4649120.460388548,Mitchell Elementary School,1970,1970,Gable,992,530,27,1,0,1,0,2,BuiltIn,297,2007,7,2007-07-01,Normal,106500
Two_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,21,1495,Pave,450152.15284699964,4649116.331928422,Mitchell Elementary School,1970,1970,Gable,1092,546,162,0,0,1,1,3,No_Garage,0,2007,5,2007-05-01,Normal,93900
Two_Story_PUD_1946_and_Newer,Twnhs,Average,21,2001,Pave,450178.0572707106,4649030.653106633,Mitchell Elementary School,1970,1970,Gable,1092,546,546,0,0,1,1,3,Attchd,286,2007,1,2007-01-01,Normal,75000
PUD_Multilevel_Split_Level_Foyer,Twnhs,Above_Average,21,1936,Pave,450129.383648643,4649023.444780991,Mitchell Elementary School,1970,1970,Gable,630,630,0,1,0,1,0,1,No_Garage,0,2007,12,2007-12-01,Normal,84500
Two_Story_PUD_1946_and_Newer,Twnhs,Fair,21,1890,Pave,450019.5643950788,4649049.422651137,Mitchell Elementary School,1976,1976,Gable,1092,546,546,0,0,1,1,3,Attchd,286,2007,4,2007-04-01,Normal,75190
Split_or_Multilevel,OneFam,Average,0,11333,Pave,449895.0378046914,4649021.876254696,Mitchell Elementary School,1976,1976,Gable,1062,1029,490,1,0,1,0,3,Attchd,539,2007,5,2007-05-01,Normal,146800
Split_Foyer,OneFam,Average,72,9129,Pave,449917.74416028755,4648964.6439701915,Mitchell Elementary School,1977,1977,Gable,1008,923,0,1,0,1,0,1,Attchd,678,2007,7,2007-07-01,Normal,153500
Split_or_Multilevel,OneFam,Above_Average,0,15957,Pave,449926.7432737573,4648796.140556201,Mitchell Elementary School,1977,1977,Gable,1356,1244,96,2,0,2,0,3,Attchd,528,2007,9,2007-09-01,Normal,188000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,61,33983,Pave,449740.1639247255,4648873.296863347,Mitchell Elementary School,1977,1994,Gable,1676,1160,48,1,0,1,1,3,Attchd,672,2007,5,2007-05-01,Normal,196000
Two_Story_1946_and_Newer,OneFam,Good,68,8286,Pave,449926.4218918172,4648785.816584261,Mitchell Elementary School,1977,1977,Gable,1432,716,185,1,0,1,1,3,Attchd,531,2007,6,2007-06-01,Normal,157000
Split_Foyer,OneFam,Good,50,6723,Pave,450090.4799250744,4648968.53409241,Mitchell Elementary School,1971,1971,Gable,796,796,0,0,1,1,0,2,No_Garage,0,2007,9,2007-09-01,Normal,138000
Split_Foyer,OneFam,Good,54,7244,Pave,450176.7251831947,4648993.132693414,Mitchell Elementary School,1970,1970,Gable,768,768,149,1,0,1,0,2,Detchd,624,2007,4,2007-04-01,Normal,129500
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,124,27697,Pave,449712.2158888326,4648833.633404661,Mitchell Elementary School,1961,1961,Shed,1608,1396,585,0,0,1,0,3,Attchd,444,2007,11,2007-11-01,Abnorml,80000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,69,7599,Pave,449897.2803194381,4648577.054794225,Mitchell Elementary School,1982,2006,Gable,845,845,280,1,0,1,0,2,Detchd,360,2007,6,2007-06-01,Normal,129500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,11000,Pave,449877.35666563304,4648817.252854759,Mitchell Elementary School,1976,2003,Gable,1178,1090,0,1,0,1,1,3,Attchd,502,2007,6,2007-06-01,Normal,135000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,76,8314,Pave,449956.7391532055,4648644.810490305,Mitchell Elementary School,1982,1982,Gable,816,816,270,0,0,1,0,2,Attchd,264,2007,6,2007-06-01,Normal,124500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,65,11625,Pave,450044.8784676785,4648638.95954783,Mitchell Elementary School,1983,1983,Gable,816,816,220,1,0,1,0,2,Attchd,264,2007,5,2007-05-01,Normal,139000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,63,10712,Pave,449748.72503017186,4648456.411325416,Mitchell Elementary School,1991,1992,Gable,974,974,762,0,0,1,0,3,No_Garage,0,2007,9,2007-09-01,Abnorml,93500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,62,10447,Pave,449896.48207752797,4648464.027001569,Mitchell Elementary School,1984,1984,Gable,887,864,348,0,1,1,0,3,Attchd,288,2007,12,2007-12-01,Normal,124500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,11027,Pave,448823.19455185375,4655890.872625328,Meeker Elementary School,1954,1954,Hip,1293,1178,171,1,0,2,0,2,Attchd,452,2006,5,2006-05-01,Normal,149900
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,85,10533,Pave,448846.3008343739,4655881.933720484,Meeker Elementary School,1956,1956,Hip,1024,1008,235,1,0,1,0,2,Attchd,313,2006,8,2006-08-01,Normal,157500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,11765,Pave,448756.74749842647,4655858.242331117,Meeker Elementary School,1957,1957,Gable,1797,1617,490,0,0,1,1,3,Attchd,963,2006,6,2006-06-01,Normal,169000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,39384,Pave,448989.88570101437,4655791.18011286,Meeker Elementary School,1957,1957,Gable,1390,1705,595,1,0,1,1,1,Attchd,550,2006,10,2006-10-01,Abnorml,252000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,90,11727,Pave,448906.10246777534,4655568.379344775,Meeker Elementary School,1969,1969,Gable,1851,1851,1851,0,0,2,0,3,Attchd,506,2006,3,2006-03-01,Normal,192100
Two_Story_1946_and_Newer,OneFam,Average,60,8238,Pave,447123.5492708085,4656625.438765663,Fellows Elementary School,1997,1998,Gable,1525,813,113,1,0,2,1,3,Attchd,400,2006,5,2006-05-01,Normal,183500
Two_Story_1946_and_Newer,OneFam,Average,0,13006,Pave,447223.7473481956,4656791.024077379,Fellows Elementary School,1997,1997,Gable,2236,964,964,0,0,2,1,4,BuiltIn,642,2006,11,2006-11-01,Normal,222000
Two_Story_1946_and_Newer,OneFam,Average,0,13041,Pave,447255.1198982332,4656681.751893569,Fellows Elementary School,1995,1995,Gable,1671,781,781,0,0,2,1,3,Attchd,423,2006,2,2006-02-01,Normal,170000
Two_Story_1946_and_Newer,OneFam,Average,0,13031,Pave,447248.2152829827,4656687.910393506,Fellows Elementary School,1995,1996,Gable,1498,691,99,0,0,2,1,3,Attchd,409,2006,7,2006-07-01,Normal,187500
Two_Story_1946_and_Newer,OneFam,Average,54,9783,Pave,447346.72153342434,4656715.602172745,Fellows Elementary School,1996,1996,Gable,1776,821,821,0,0,2,1,3,BuiltIn,443,2006,5,2006-05-01,Normal,202000
Two_Story_1946_and_Newer,OneFam,Average,70,11207,Pave,447348.07955862884,4656842.5072525665,Fellows Elementary School,1997,1997,Gable,1511,802,88,1,0,2,1,3,Attchd,413,2006,6,2006-06-01,Normal,185000
Two_Story_1946_and_Newer,OneFam,Average,134,19378,Pave,447375.42208395706,4656947.677883907,Fellows Elementary School,2005,2006,Gable,2462,1392,1335,1,0,2,1,4,Attchd,576,2006,3,2006-03-01,Partial,320000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,50,14859,Pave,447382.4398358435,4656945.627028137,Fellows Elementary School,2006,2006,Hip,1670,1670,1670,0,0,2,0,3,Attchd,690,2006,8,2006-08-01,Partial,240000
Two_Story_1946_and_Newer,OneFam,Average,50,13128,Pave,447385.0808038565,4656944.719093639,Fellows Elementary School,2005,2005,Gable,2064,1074,1074,0,0,2,1,4,Attchd,527,2006,1,2006-01-01,Normal,250000
Two_Story_1946_and_Newer,OneFam,Average,72,10463,Pave,447393.1856955288,4656944.214681547,Fellows Elementary School,2005,2005,Gable,1801,893,893,0,0,2,1,3,Attchd,800,2006,6,2006-06-01,Normal,239900
Two_Story_1946_and_Newer,OneFam,Average,42,13751,Pave,447396.4891938737,4656954.516554849,Fellows Elementary School,2005,2006,Gable,2212,1700,1640,1,0,2,1,3,Attchd,773,2006,5,2006-05-01,Partial,309000
Two_Story_1946_and_Newer,OneFam,Average,168,23257,Pave,447385.45616194233,4656961.815989377,Fellows Elementary School,2006,2006,Gable,2021,868,868,0,0,2,1,3,BuiltIn,422,2006,9,2006-09-01,Partial,274725
Two_Story_PUD_1946_and_Newer,OneFam,Average,68,13108,Pave,447741.6281720822,4656700.349603285,Fellows Elementary School,1994,1994,Gable,2687,2062,2062,0,0,2,1,4,Attchd,618,2006,12,2006-12-01,Normal,270000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,8076,Pave,447400.1447803562,4656533.548538144,Fellows Elementary School,1993,1994,Gable,1169,1160,455,0,1,2,0,3,Attchd,402,2006,7,2006-07-01,Normal,183500
Two_Story_1946_and_Newer,OneFam,Average,0,7685,Pave,447297.5630791024,4656458.917740492,Fellows Elementary School,1993,1994,Gable,1501,697,179,0,0,2,1,3,Attchd,420,2006,5,2006-05-01,Normal,165600
Two_Story_1946_and_Newer,OneFam,Average,63,9084,Pave,447103.4323973809,4656435.93804344,Fellows Elementary School,1998,1998,Hip,1632,935,935,0,0,2,1,3,Attchd,462,2006,6,2006-06-01,Normal,176500
One_Story_PUD_1946_and_Newer,TwnhsE,Average,30,3701,Pave,447523.4267341477,4656588.0406273445,Fellows Elementary School,1987,1987,Gable,1204,1191,1191,0,0,2,0,2,Attchd,461,2006,8,2006-08-01,Normal,130000
Two_Story_PUD_1946_and_Newer,TwnhsE,Good,44,5306,Pave,447743.21566723223,4656556.767325118,Fellows Elementary School,1987,1987,Gable,1767,1064,354,1,0,2,0,2,Attchd,504,2006,6,2006-06-01,Normal,239000
One_Story_PUD_1946_and_Newer,OneFam,Average,0,6563,Pave,447659.5750759334,4656424.585489311,Fellows Elementary School,1985,1985,Gable,1742,1742,594,1,0,2,0,2,Attchd,564,2006,12,2006-12-01,Normal,275000
Two_Story_1946_and_Newer,OneFam,Average,59,16023,Pave,447907.21968246356,4656680.696519073,Meeker Elementary School,2005,2006,Hip,2798,1398,180,1,0,3,1,3,BuiltIn,670,2006,3,2006-03-01,Partial,457347
Two_Story_1946_and_Newer,OneFam,Average,60,18062,Pave,447929.11852223467,4656688.085838041,Meeker Elementary School,2006,2006,Hip,3390,1528,1528,0,0,3,1,5,BuiltIn,758,2006,9,2006-09-01,Partial,545224
Two_Story_1946_and_Newer,OneFam,Average,63,12292,Pave,447942.59609415557,4656686.765270041,Meeker Elementary School,2006,2006,Hip,2473,1094,889,0,0,2,1,4,BuiltIn,675,2006,7,2006-07-01,Partial,356383
Two_Story_1946_and_Newer,OneFam,Average,85,16056,Pave,447990.2945469383,4656793.2318642875,Meeker Elementary School,2005,2006,Hip,2868,1992,1752,0,0,3,1,4,BuiltIn,716,2006,7,2006-07-01,Partial,556581
Two_Story_1946_and_Newer,OneFam,Average,82,12438,Pave,447976.4245250068,4656741.146556785,Meeker Elementary School,2006,2006,Hip,2576,1234,1234,0,0,2,1,4,BuiltIn,666,2006,7,2006-07-01,Partial,361919
Two_Story_1946_and_Newer,OneFam,Average,82,16052,Pave,448058.6806758218,4656640.942353098,Meeker Elementary School,2006,2006,Hip,2698,1850,644,1,0,2,1,4,Attchd,736,2006,7,2006-07-01,Partial,535000
Two_Story_1946_and_Newer,OneFam,Average,92,15922,Pave,448176.87386767863,4656622.976128089,Meeker Elementary School,2005,2006,Hip,2795,1390,1390,0,0,3,1,4,BuiltIn,660,2006,1,2006-01-01,Partial,401179
Two_Story_1946_and_Newer,OneFam,Average,66,13682,Pave,448166.21659355256,4656749.524963179,Meeker Elementary School,2006,2006,Hip,2945,1410,1410,0,0,3,1,3,BuiltIn,641,2006,10,2006-10-01,Partial,438780
Two_Story_1946_and_Newer,OneFam,Above_Average,0,14762,Pave,448534.033661132,4656557.045331454,Meeker Elementary School,1948,1950,Gable,2320,0,0,0,0,2,0,2,Attchd,672,2006,5,2006-05-01,Normal,169000
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Average,100,34650,Pave,448270.87286913034,4656260.864185844,Meeker Elementary School,1955,1955,Hip,1056,1056,0,1,0,1,0,3,Attchd,572,2006,1,2006-01-01,Normal,145000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,60,8147,Pave,447866.86388763157,4656470.468068697,Meeker Elementary School,2005,2005,Hip,1714,1714,523,1,0,2,0,2,Attchd,517,2006,8,2006-08-01,Normal,318000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,69,11302,Pave,448365.1000548862,4656620.489793345,Meeker Elementary School,2005,2006,Gable,1826,1814,392,1,0,2,0,3,Attchd,758,2006,8,2006-08-01,Partial,319000
